fall_id,Status,Waterfall,Access,Country  Rating,Height,State,url,val,Magnitude,Absolute Magnitude,IWC Rating,Global Score,Country Score,State Score,Location,Appx. Elevation,Total Height,Tallest Drop,Num of Drops,Avg. Width,Max. Width,Pitch,Run,Form,Watershed,Stream,Avg.  High  Volume,Avg. Low Volume,Source,Flow Consistency,Best Flow,Avg.  Estm.  Volume,Province Score
16,.Confirmed-row,David's Falls,,,,Alaska,https://www.worldwaterfalldatabase.com/waterfall/Davids-Falls-12595,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"58.20113, -155.00382",1780 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,.Confirmed-row,Davis Creek Falls,,,110 feet / 34 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Davis-Creek-Falls-5343,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.54341, -121.81195",1383 feet (asl),34 meters,,2,,,,9 meters,Tiered Plunges,Cowlitz River,Davis Creek,1 cms,0 cms,Unknown,,,NA,NA
18,.Confirmed-row,Davis Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Davis-Creek-Falls-9692,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.8761, -121.93015",1643 feet (asl),,,,,,,,,,Davis Creek,,,,,,NA,NA
19,.Confirmed-row,Davis Creek Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Davis-Creek-Falls-17900,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2761, -84.0976",,,,1,,,,,,,Davis Creek,,,,,,NA,NA
20,.Confirmed-row,Davis Creek Falls,,,45 feet / 14 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Davis-Creek-Falls-17899,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0612, -82.6987",,14 meters,14 meters,1,,,,,Horsetail,,Tributary of Davis Creek,,,,,,NA,NA
21,.Confirmed-row,Davis Falls,,,,Alabama,https://www.worldwaterfalldatabase.com/waterfall/Davis-Falls-10007,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"33.1174, -86.8968",,,,1,,,,,,,Davis Creek,,,,,,NA,NA
22,.Confirmed-row,Davis Mill Creek Falls,,,100 feet / 30 meters,Virginia,https://www.worldwaterfalldatabase.com/waterfall/Davis-Mill-Creek-Falls-16912,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.7468, -79.247",,30 meters,,,,,,,,,Davis Mill Creek,,,,,,NA,NA
23,.Confirmed-row,Davis Peak Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Davis-Peak-Falls-3119,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.73629, -121.18801",2701 feet (asl),,,,,,,,Segmented Horsetails,Skagit River,Unnamed,,,Glacier,5 months,,NA,NA
0,.Confirmed-row,Dawn Mist Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Dawn-Mist-Falls-10263,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.90797, -113.7229",4849 feet (asl),,,,,,,,,,Belly River,,,,,,NA,NA
1,.Confirmed-row,Dawson Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Dawson-Falls-10182,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.42322, -113.20909",4754 feet (asl),,,,,,,,,,Railroad Creek,,,,,,NA,NA
2,.Confirmed-row,Day Pond Brook Falls,,,25 feet / 8 meters,Connecticut,https://www.worldwaterfalldatabase.com/waterfall/Day-Pond-Brook-Falls-10575,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.5582, -72.4213",,8 meters,,,,,,,,,Day Pond Brook,,,,,,NA,NA
3,.Confirmed-row,Days Dam Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Days-Dam-Falls-28660,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,1,,,,,Plunge,,,,,,,,NA,NA
4,.Confirmed-row,De Haro Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/De-Haro-Falls-4731,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.755, -121.905",3475 feet (asl),,,,,,,,,Nooksack River,Wallace Creek,,,,,,NA,NA
5,.Confirmed-row,De Soto Falls,,,104 feet / 32 meters,Alabama,https://www.worldwaterfalldatabase.com/waterfall/De-Soto-Falls-10008,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.5488, -85.5907",,32 meters,32 meters,1,,,,,,,West Fork Little River,,,,,,NA,NA
6,.Confirmed-row,Dead Canyon Falls,,,44 feet / 13 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/Dead-Canyon-Falls-27639,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,1795 feet (asl),13 meters,,,,,,,,,,,,,,,NA,NA
7,.Confirmed-row,Dead Creek Falls,,,30 feet / 9 meters,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Dead-Creek-Falls-11369,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.8238, -72.9966",,9 meters,9 meters,,,,,,,,Dead Creek,,,,,,NA,NA
8,.Confirmed-row,Dead End Falls,,,23 feet / 7 meters,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Dead-End-Falls-29076,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.055, -84.2458",,7 meters,7 meters,1,,,,,Horsetail,,,,,,,,NA,NA
9,.Confirmed-row,Dead River Falls,,,,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Dead-River-Falls-13128,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.56812, -87.47877",,,,,,,,,,,Dead River,,,,,,NA,NA
10,.Confirmed-row,Dead Run Falls,,,,Virginia,https://www.worldwaterfalldatabase.com/waterfall/Dead-Run-Falls-16913,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"38.9661, -77.1734",,,,,,,,,,,Dead Run,,,,,,NA,NA
11,.Confirmed-row,Dead Snake Falls,,,,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Dead-Snake-Falls-29637,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,.Confirmed-row,Dead Stream Falls,,,,Maine,https://www.worldwaterfalldatabase.com/waterfall/Dead-Stream-Falls-20445,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.4299, -69.9026",,,,,,,,,,,Dead Stream,,,,,,NA,NA
13,.Confirmed-row,Deadfall Falls,,,,South Carolina,https://www.worldwaterfalldatabase.com/waterfall/Deadfall-Falls-29638,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Crane Creek,,,,,,NA,NA
14,.Confirmed-row,Deadhorse Creek,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deadhorse-Creek-27965,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,2844 feet (asl),,,,,,,,,,Deadhorse Creek,,,,,,NA,NA
15,.Confirmed-row,Deadhorse Creek,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deadhorse-Creek-27966,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,3000 feet (asl),,,,,,,,,,Deadhorse Creek,,,,,,NA,NA
16,.Confirmed-row,Deadman Falls,,,,Idaho,https://www.worldwaterfalldatabase.com/waterfall/Deadman-Falls-3443,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.88896, -115.35206",2933 feet (asl),,,,,,,,,Snake River,Deadman Creek,,,,,,NA,NA
17,.Confirmed-row,Deadman Falls,,,345 feet / 105 meters,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Deadman-Falls-14188,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.1089, -111.4932",,105 meters,76 meters,,,,,,,,North Fork Deadman Creek,,,,2 months,,NA,NA
18,.Confirmed-row,Deadman Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deadman-Falls-25696,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.28872, -117.31969",6793 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Deadman Falls,,,30 feet / 9 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Deadman-Falls-27999,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,9 meters,,,,,,,,,Deadman Creek,,,,,,NA,NA
1,.Confirmed-row,Deadmans Falls,,,,Virginia,https://www.worldwaterfalldatabase.com/waterfall/Deadmans-Falls-16914,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.7684, -79.2363",,,,,,,,,,,Statons Creek,,,,,,NA,NA
2,.Confirmed-row,Deadwood Creek Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Deadwood-Creek-Falls-9935,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"39.53701, -121.08814",2487 feet (asl),,,,,,,,,,Deadwood Creek,,,,,,NA,NA
3,.Confirmed-row,Deadwood Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Deadwood-Falls-10157,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.66667, -113.63731",4627 feet (asl),,,,,,,,,,Reynolds Creek,,,,,,NA,NA
4,.Confirmed-row,Dean Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Dean-Creek-Falls-5145,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.72429, -123.47948",389 feet (asl),,,1,,,,,,Willapa Bay,Dean Creek,,,,,,NA,NA
5,.Confirmed-row,Deannas Slide,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deannas-Slide-4304,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.85357, -122.339",2324 feet (asl),,,,,,,,,Santiam River,Henline Creek,,,Unknown,,,NA,NA
6,.Confirmed-row,Deans Falls,,,50 feet / 15 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Deans-Falls-28662,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,15 meters,,3,,,,,,,,,,,,,NA,NA
7,.Confirmed-row,Deans Ravine Falls,,,49 feet / 15 meters,Connecticut,https://www.worldwaterfalldatabase.com/waterfall/Deans-Ravine-Falls-10576,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.9193, -73.3437",,15 meters,,,,,,,,,Reed Brook,,,,,,NA,NA
8,.Confirmed-row,Debord Falls,,,12 feet / 4 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Debord-Falls-17901,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.1391, -84.4784",,4 meters,4 meters,1,,,,,,,North Prong Flat Fork,,,,,,NA,NA
9,.Confirmed-row,Deception Pass Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deception-Pass-Falls-7298,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.59003, -121.14896",4278 feet (asl),,,,,,,,,,Cle Elum River,,,,,,NA,NA
10,.Confirmed-row,Dee Lundeen Falls,,,10 feet / 3 meters,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Dee-Lundeen-Falls-13129,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.5695, -88.0354",,3 meters,,2,,,,,,,West Branch Peshekee River,,,,,,NA,NA
11,.Confirmed-row,Deep Brook Falls,,,,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Deep-Brook-Falls-18485,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.3651, -74.7806",,,,,,,,,,,Deep Brook,,,,,,NA,NA
12,.Confirmed-row,Deep Creek Falls,,,25 feet / 8 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deep-Creek-Falls-4252,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.17386, -119.94992",4873 feet (asl),8 meters,,,,,90 degrees,,Vertical Block,Great Basin,Deep Creek,,,Springs,,,NA,NA
13,.Confirmed-row,Deep Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deep-Creek-Falls-6188,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.66867, -121.70588",2439 feet (asl),,,,,,,,,,Deep Creek,,,,,,NA,NA
14,.Confirmed-row,Deep Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deep-Creek-Falls-19049,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.85509, -121.92468",3043 feet (asl),,,,,,,,,,Deep Creek,,,,,,NA,NA
15,.Confirmed-row,Deep Creek Falls,,,,Colorado,https://www.worldwaterfalldatabase.com/waterfall/Deep-Creek-Falls-38617,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Deep Creek,,,,,,NA,NA
16,.Confirmed-row,Deep Hollow Falls,,,,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Deep-Hollow-Falls-18486,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.3874, -76.5009",,,,1,,,,,,,Deep Hollow Run,,,,,,NA,NA
17,.Confirmed-row,Deep Pool Cascades,,,8 feet / 2 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Deep-Pool-Cascades-17902,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.6928, -84.9224",,2 meters,2 meters,1,,,,,,,Newby Branch Creek,,,,,,NA,NA
0,.Confirmed-row,Deep Pool Falls,,,15 feet / 5 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Deep-Pool-Falls-11927,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.31032, -111.03914",7606 feet (asl),5 meters,,,,,,,,,Boundary Creek,,,,,,NA,NA
1,.Confirmed-row,Deer Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-9533,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.75172, -122.07616",1934 feet (asl),,,,,,,,,,Deer Creek,,,,,,NA,NA
2,.Confirmed-row,Deer Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-13443,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.58794, -122.09246",1434 feet (asl),,,,,,,,,,Deer Creek,,,,,,NA,NA
3,.Confirmed-row,Deer Creek Falls,,,,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-14189,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.3894, -112.5082",,,,,,,,,,,Deer Creek,,,,,,NA,NA
4,.Confirmed-row,Deer Creek Falls,,,,Texas,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-16308,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"30.9523, -98.4172",,,,1,,,,,,,Deer Creek,,,,,,NA,NA
5,.Confirmed-row,Deer Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-25559,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.22366, -121.71167",2960 feet (asl),,,,,,,,,,Deer Creek,,,,,,NA,NA
6,.Confirmed-row,Deer Creek Falls,,,15 feet / 5 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Deer-Creek-Falls-30633,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,5 meters,5 meters,1,,,,,Horsetail,,,,,,,,NA,NA
7,.Confirmed-row,Deer Leap Falls,,,25 feet / 8 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Deer-Leap-Falls-18487,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.2361, -74.9152",,8 meters,8 meters,1,,,,,Horsetail,,Dingmans Creek,,,,,,NA,NA
8,.Confirmed-row,Deer Lick Cave Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Deer-Lick-Cave-Falls-28663,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,1,,,,,Plunge,,,,,,,,NA,NA
9,.Confirmed-row,Deer Lick Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Deer-Lick-Falls-4320,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.1275, -122.58389",2279 feet (asl),,,,,,,,,Umpqua River,South Umpqua River,,,,,,NA,NA
10,.Confirmed-row,Deer Lick Falls,,,55 feet / 17 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Deer-Lick-Falls-17904,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.272, -85.7941",,17 meters,17 meters,1,,,,,Plunge,,Dry Creek,,,,,,NA,NA
11,.Confirmed-row,Deer Lick Falls,,,12 feet / 4 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Deer-Lick-Falls-28664,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,4 meters,4 meters,1,,,,,,,,,,,,,NA,NA
12,.Confirmed-row,Deer Meadow Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deer-Meadow-Creek-Falls-22209,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.41633, -123.21981",567 feet (asl),,,,,,,,,,Deer Meadow Creek,,,,,,NA,NA
13,.Confirmed-row,Deer Path Falls,,,15 feet / 5 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Deer-Path-Falls-30634,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,5 meters,3 meters,2,,,,,,,,,,,,,NA,NA
14,.Confirmed-row,Deer Skull Falls,,,,Alabama,https://www.worldwaterfalldatabase.com/waterfall/Deer-Skull-Falls-10009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Deerhorn Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Deerhorn-Creek-Falls-13369,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.92581, -121.86298",4658 feet (asl),,,,,,,,,,Deerhorn Creek,,,,,,NA,NA
1,.Confirmed-row,Deerlick Falls,,,,Montana,https://www.worldwaterfalldatabase.com/waterfall/Deerlick-Falls-22078,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.45308, -113.832",3534 feet (asl),,,,,,,,,,Deerlick Creek,,,,,,NA,NA
2,.Confirmed-row,Dees Branch Falls,,,,Alabama,https://www.worldwaterfalldatabase.com/waterfall/Dees-Branch-Falls-10010,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.3358, -85.6798",,,,1,,,,,,,Dees Branch,,,,,,NA,NA
3,.Confirmed-row,Deh-ga-ya-soh Falls,,,160 feet / 49 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Deh-ga-ya-soh-Falls-8967,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.58569, -78.04008",,49 meters,,,,,,,,,,,,,,,NA,NA
4,.Confirmed-row,Deh-ge-wa-nus Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Deh-ge-wa-nus-Falls-8968,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.57894, -78.04925",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,.Confirmed-row,Dell Creek Basin Falls,,,,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Dell-Creek-Basin-Falls-11928,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.04649, -109.85801",10216 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,.Confirmed-row,Dell Creek Falls,,,,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Dell-Creek-Falls-11929,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.04453, -109.85415",10428 feet (asl),,,,,,,,,,Dell Creek,,,,,,NA,NA
7,.Confirmed-row,"Dells of the Eau Claire, The",,,,Wisconsin,"https://www.worldwaterfalldatabase.com/waterfall/Dells-of-the-Eau-Claire,-The-28275",NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,3 meters,2,,,,,,,Eau Claire River,,,,,,NA,NA
8,.Confirmed-row,Delmura Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Delmura-Falls-8757,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.19199, -74.08475",,,,,,,,,,,Kaaterskill Creek,,,,,,NA,NA
9,.Confirmed-row,Delphi Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Delphi-Falls-8970,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.8639, -75.8991",,,,,,,,,,,East Branch Limestone Creek,,,,,,NA,NA
10,.Confirmed-row,Delsatch Falls,,,85 feet / 26 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Delsatch-Falls-17905,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.1008, -82.5584",,26 meters,26 meters,1,,,,,Horsetail,,Chigger Branch,,,,,,NA,NA
11,.Confirmed-row,Demaris Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Demaris-Falls-4915,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.13444, -121.73278",6175 feet (asl),,,,,,,,,Deschutes River,South Fork Whychus Creek,,,Glacier,,,NA,NA
12,.Confirmed-row,Denelle Lee Falls,,,20 feet / 6 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Denelle-Lee-Falls-16448,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9947, -94.0341",,6 meters,6 meters,1,,,,,,,,,,,,,NA,NA
13,.Confirmed-row,Dennis Cove Falls,,,25 feet / 8 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Dennis-Cove-Falls-17906,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.2497, -82.0991",,8 meters,,2,,,,,,,Laurel Fork,,,,,,NA,NA
14,.Confirmed-row,Denton Brook Cascade,,,200 feet / 61 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Denton-Brook-Cascade-328,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.6001593, -78.0312570",,61 meters,,,1 meters,,,,,,Denton Brook,,,,5 months,March to May,NA,NA
15,.Confirmed-row,Denton Creek Falls,,,35 feet / 11 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Denton-Creek-Falls-20252,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9872, -83.543",,11 meters,11 meters,1,,,,,Plunge,,Denton Creek,,,,,,NA,NA
16,.Confirmed-row,DeSoto Falls,,,90 feet / 27 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/DeSoto-Falls-294,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.71705, -83.91935",,27 meters,,6,6 meters,,,,,,,,,,,,NA,NA
0,.Confirmed-row,Despair Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Despair-Falls-6356,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.90231, -118.76819",6441 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,.Confirmed-row,Destination Falls,,,,West Virginia,https://www.worldwaterfalldatabase.com/waterfall/Destination-Falls-29942,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,1,,,,,,,Red Creek,,,,,,NA,NA
2,.Confirmed-row,Determination Falls,,,,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Determination-Falls-29077,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.7706, -84.5",,,,1,,,,,,,Big Creek,,,,,,NA,NA
3,.Confirmed-row,Devil Canyon Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Devil-Canyon-Falls-3968,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.31833, -121.86",2835 feet (asl),,,,,,,,,Sandy River,Devils Creek,,,Unknown,,,NA,NA
4,.Confirmed-row,Devil Creek Falls,,,30 feet / 9 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Devil-Creek-Falls-17907,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0401, -85.2492",,9 meters,9 meters,1,,,,,,,Devil Creek,,,,,,NA,NA
5,.Confirmed-row,Devil Creek Falls,,,,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Devil-Creek-Falls-29078,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.9004, -84.3149",,,,1,,,,,Plunge,,Devil Creek,,,,,,NA,NA
6,.Confirmed-row,Devil Fork Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Devil-Fork-Falls-17908,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0319, -82.5541",,,,4,,,,,,,Devil Fork,,,,,,NA,NA
